DataTime           	dB(A)	16	20	25	31.5	40	50	63	80	100	125	160	200	250	315	400	500	630	800	1000	1250	1600	2000	2500	3150	4000	5000	6300	8000	10000	12500	16000	20000
2023/01/23 17:34:55	99.0	-15.5	-8.2	3.5	8.6	8.9	10.5	12.5	17.9	21.9	25.2	31.4	41.6	51.6	60.8	62.4	68.2	71.4	72.8	78.6	82.3	84.2	86.9	90.8	93.7	89.8	87.1	86.3	82.1	74.6	58.7	36.8	21.3
2023/01/23 17:34:56	98.9	-14.2	-7.7	-6.3	-3.3	3.0	-2.3	3.3	14.9	12.0	21.3	29.5	43.4	51.8	61.0	63.3	68.1	71.4	72.7	79.0	82.6	85.1	87.2	91.2	94.9	89.2	86.3	87.9	84.5	75.5	59.1	39.8	24.4
2023/01/23 17:34:57	98.5	-26.7	-21.9	-17.5	-12.2	-6.4	-0.8	1.6	10.6	14.0	21.8	31.4	41.2	51.9	59.8	59.7	67.3	69.5	70.5	76.9	80.7	84.3	89.5	90.0	94.5	88.6	87.2	89.5	83.2	71.9	55.6	42.5	26.9
2023/01/23 17:34:58	98.2	-27.7	-24.3	-21.2	-18.2	-5.7	-1.5	2.7	8.6	17.5	21.1	29.2	41.4	47.1	59.0	58.9	64.8	68.6	69.9	75.1	80.6	82.2	86.5	89.2	93.8	87.2	85.6	88.1	81.9	70.6	54.9	41.4	22.4
2023/01/23 17:34:59	97.9	-25.6	-23.9	-19.8	-14.4	-6.4	-7.2	1.4	7.2	15.9	19.6	30.1	41.6	51.9	59.7	61.6	66.1	69.4	71.0	75.6	82.1	85.2	86.6	90.2	94.6	89.2	87.9	89.3	82.3	70.8	55.3	43.7	34.8
2023/01/23 17:35:00	100.5	-28.8	-29.3	-24.0	-16.7	-8.5	-4.7	-2.6	7.1	12.9	18.5	26.9	42.8	51.1	59.6	61.8	64.8	70.0	71.6	77.3	80.8	83.4	87.0	90.9	95.6	89.9	88.6	89.8	82.8	71.4	55.6	42.5	22.8
2023/01/23 17:35:01	96.7	-27.8	-28.1	-21.2	-16.5	-7.3	-6.6	-0.8	6.8	13.3	20.4	30.0	41.1	50.0	59.5	62.0	65.9	69.5	71.4	77.6	80.7	82.9	87.0	90.6	94.5	88.9	87.9	89.0	81.8	70.2	55.1	40.9	22.2
2023/01/23 17:35:02	99.1	-22.3	-25.3	-18.5	-13.7	-6.9	-3.4	1.0	7.5	12.9	20.1	28.2	40.6	48.8	60.1	60.8	65.5	69.3	71.1	76.5	80.2	83.6	87.3	91.2	95.2	88.7	88.6	89.1	81.2	69.9	55.8	44.3	41.4
2023/01/23 17:35:03	98.4	-24.9	-24.3	-20.7	-18.2	-9.5	-6.0	0.4	6.1	10.7	19.8	28.5	40.4	49.5	60.1	59.4	66.2	70.4	70.7	75.9	79.7	81.6	85.6	91.1	94.7	87.5	87.1	87.9	80.7	68.9	53.5	39.8	22.6
2023/01/23 17:35:04	97.7	-28.3	-26.4	-21.0	-15.3	-8.2	-4.2	1.6	7.3	13.5	20.6	29.1	40.5	51.4	58.3	60.3	64.7	68.9	71.1	76.5	79.9	82.2	85.4	90.7	94.8	87.8	87.8	88.5	81.3	69.4	54.0	42.1	28.9
2023/01/23 17:35:05	96.9	-28.2	-29.3	-23.8	-20.1	-11.6	-4.7	-1.1	5.2	10.5	20.0	27.3	40.4	50.0	59.5	61.5	65.9	69.0	69.6	76.5	80.4	82.1	84.9	89.4	93.5	87.0	86.9	88.1	80.8	68.8	53.6	39.9	25.9
2023/01/23 17:35:06	97.5	-27.3	-23.7	-19.3	-14.3	-7.1	-3.8	0.6	8.7	13.6	23.2	29.2	40.1	50.1	59.4	59.4	68.1	70.6	71.0	75.8	79.7	81.3	85.0	90.1	94.6	87.4	87.1	88.7	80.9	69.1	53.9	40.9	26.7
2023/01/23 17:35:07	95.1	-29.9	-29.5	-22.4	-20.0	-10.0	-2.9	0.4	6.2	10.8	20.8	30.3	39.0	48.8	58.4	61.6	65.9	68.1	70.5	76.0	79.9	82.2	85.5	89.7	93.7	87.9	87.2	88.0	80.4	68.9	53.5	39.8	21.4
2023/01/23 17:35:08	97.0	-27.5	-33.5	-26.7	-19.9	-9.5	-4.8	-0.6	5.2	13.2	18.2	28.2	40.5	48.5	58.7	61.0	66.3	68.1	70.4	75.2	80.1	82.1	85.5	89.6	95.1	87.8	87.5	88.5	81.1	70.1	53.8	39.4	21.2
2023/01/23 17:35:09	100.8	-26.1	-27.5	-23.0	-15.6	-8.0	-2.1	-0.4	5.6	14.4	20.3	28.5	40.6	48.1	58.7	61.3	68.1	70.7	70.7	76.9	81.7	83.9	85.6	90.7	95.3	88.8	88.1	89.7	81.7	70.4	54.6	41.3	22.6
2023/01/23 17:35:10	99.3	-28.1	-28.4	-21.7	-17.8	-7.7	-4.1	0.8	7.1	11.7	22.1	29.3	40.4	50.0	57.8	61.1	65.9	71.6	70.7	76.9	80.7	84.1	86.6	90.8	94.8	88.7	88.9	89.4	81.4	69.9	54.3	40.4	22.1
2023/01/23 17:35:11	97.1	-25.6	-24.0	-22.7	-21.1	-10.6	-2.7	-0.5	5.5	12.8	19.7	27.6	38.1	46.7	57.3	59.6	64.8	69.4	70.1	76.4	81.2	83.8	86.3	91.3	94.8	88.6	87.9	89.2	81.3	70.2	54.5	44.3	38.4
2023/01/23 17:35:12	97.0	-29.4	-26.0	-25.6	-17.4	-10.5	-2.5	-1.2	4.6	12.7	19.2	25.1	38.5	47.3	57.9	60.6	63.3	68.8	70.2	75.8	79.9	83.1	86.9	90.7	94.4	88.1	88.2	88.6	81.1	69.7	53.8	41.5	28.0
2023/01/23 17:35:13	99.7	-24.4	-22.1	-18.5	-13.2	-5.7	1.3	2.2	9.1	17.2	22.8	28.8	38.0	48.1	56.4	60.1	65.1	69.1	69.5	75.7	80.7	82.9	86.1	89.9	94.3	87.7	86.6	89.0	81.8	70.1	53.0	41.9	23.1
2023/01/23 17:35:14	99.0	-27.6	-26.0	-23.4	-16.2	-8.1	-2.2	1.3	5.0	11.6	20.3	25.9	37.4	47.0	57.2	59.2	65.6	69.4	71.1	75.8	80.8	83.2	86.9	90.9	94.5	88.0	86.2	88.7	81.8	71.3	53.1	41.5	22.8
2023/01/23 17:35:15	97.1	-24.7	-28.6	-22.6	-16.4	-8.4	-1.9	0.0	6.6	12.6	19.1	26.9	38.7	46.2	57.6	60.3	65.0	69.4	70.5	76.6	81.3	83.2	86.3	91.0	94.2	88.5	86.4	88.6	81.7	71.5	54.1	43.3	40.3
